,job_title,company_name,experience,when_posted,job_url
1498,Accounts & Administration Executive,Samrat Job Point Hiring For Accounts and Administration Executive,0 to 5 Yrs,"Feb 08, 2021",https://www.shine.com/jobs/accounts-administration-executive/samrat-job-point/11224766/
1499,Computer Accountant,Samrat Job Point,1 to 5 Yrs,"Feb 08, 2021",https://www.shine.com/jobs/computer-accountant/samrat-job-point/11224779/
1500,Agriculture Field Officer,Samrat Job Point Hiring For agriculture field officer,0 to 4 Yrs,"Feb 08, 2021",https://www.shine.com/jobs/agriculture-field-officer/samrat-job-point/11224728/
1501,agricultural engineer,Samrat Job Point Hiring For agricultural engineer,1 to 6 Yrs,"Feb 08, 2021",https://www.shine.com/jobs/agricultural-engineer/samrat-job-point/11224359/
1502,Agriculture Development Officer,Samrat Job Point Hiring For Agriculture Development officer,1 to 5 Yrs,"Feb 08, 2021",https://www.shine.com/jobs/agriculture-development-officer/samrat-job-point/11224946/
1503,Qa Executive,GroupHR Consultants,1 to 2 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/qa-executive/grouphr-consultants/11223137/
1504,Qa Executive,GroupHR Consultants,1 to 2 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/qa-executive/grouphr-consultants/11223135/
1505,Chemical Process Engineer,ISAAC LITE R Hiring For Glencore India Pvt Ltd,2 to 7 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/chemical-process-engineer/isaac-lite-r/11223132/
1506,Hiring executives for Backend process - International process in the top MNC,Poojaben Bhikhabhai Agrawal,0 to 4 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/hiring-executives-for-backend-process-international-process-in-the-top-mnc/poojaben-bhikhabhai-agrawal/11223131/
1507,ELECTRICAL ENGINEER,ISAAC LITE R Hiring For Glencore India Pvt Ltd,4 to 8 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/electrical-engineer/isaac-lite-r/11223128/
1508,Refinery Operator,ISAAC LITE R Hiring For Glencore India Pvt Ltd,4 to 8 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/refinery-operator/isaac-lite-r/11223127/
1509,Banking and finance,OM SOLUTION.,9 to 14 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/banking-and-finance/om-solution/11223113/
1510,Petroleum Engineer,OM SOLUTION.,4 to 9 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/petroleum-engineer/om-solution/11223109/
1511,Jewellery Designer,OM SOLUTION.,10 to 20 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/jewellery-designer/om-solution/11223108/
1512,Mining Geologist,OM SOLUTION.,8 to 13 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/mining-geologist/om-solution/11223099/
1513,Administration Executive,O S CONSULTANCY Hiring For Export House,3 to 7 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/administration-executive/o-s-consultancy/11223094/
1514,Real Estate Developer,OM SOLUTION.,14 to 24 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/real-estate-developer/om-solution/11223093/
1515,Executive  Assistant,O S CONSULTANCY Hiring For Export House,5 to 10 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/executive-assistant/o-s-consultancy/11223085/
1516,Operational Analyst,AISHWARYA TIWARI Hiring For indraprastha Gas Ltd,7 to 12 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/operational-analyst/aishwarya-tiwari/11222861/
1517,Warehouse Incharge,Durga Career Interprises,0 to 4 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/warehouse-incharge/durga-career-interprises/11222918/
1518,Quality Checker,Durga Career Interprises,0 to 4 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/quality-checker/durga-career-interprises/11222905/
1519,Logistics Executive,Durga Career Interprises,0 to 4 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/logistics-executive/durga-career-interprises/11222882/
1520,Sales Accountant,Durga Career Interprises,0 to 4 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/sales-accountant/durga-career-interprises/11222870/
1521,Unit Head P&L Operations Hospital Mumbai,HR Bridges Hiring For a renowned corporate hospital,15 to 20 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/unit-head-pl-operations-hospital-mumbai/hr-bridges/11222827/
1522,Inspector Executive,ISAAC LITE R Hiring For Appro Lubes Pvt Ltd,2 to 7 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/inspector-executive/isaac-lite-r/11222650/
1523,Back office staff- Dispatch and accounting,Vision Venture Hiring For Chemical raw material importing company,2 to 5 Yrs,"Feb 07, 2021",https://www.shine.com/jobs/back-office-staff-dispatch-and-accounting/vision-venture/11219673/
1524,Work From Home Data Entry  l Earn Rs.10K - Rs.50K PM l Central Govt. Regd Co,MINANSHIKA SOFTECH SOLUTION PRIVATE LIMITED,0 to 4 Yrs,"Jan 29, 2021",https://www.shine.com/jobs/work-from-home-data-entry-jobs-l-earn-rsk-rsk-pm-l-central-govt-regd-co/minanshika-softech-solution-private-limited/11188580/
1525,Work From Home (Content Writing & Manual ) Salary Rs.10K to Rs.80K PM,MINANSHIKA SOFTECH SOLUTION PRIVATE LIMITED,0 to 3 Yrs,"Jan 29, 2021",https://www.shine.com/jobs/work-from-home-content-writing-manual-jobs-salary-rsk-to-rsk-pm/minanshika-softech-solution-private-limited/10804821/
1526,E Commerce Executive At Andheri,BRANDZSTORM INDIA MARKETING PRIVATE LIMITED,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/e-commerce-executive-at-andheri/brandzstorm-india-marketing-private-limited/11222480/
1527,Piping Construction Engineer,AISHWARYA TIWARI Hiring For Tiwari Building Construction,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/piping-construction-engineer/aishwarya-tiwari/11222476/
1528,MIS Executive at Andheri,BRANDZSTORM INDIA MARKETING PRIVATE LIMITED,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/mis-executive-at-andheri/brandzstorm-india-marketing-private-limited/11222452/
1529,Sales Promoter,O S CONSULTANCY Hiring For Engineering company,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-promoter/o-s-consultancy/11222451/
1530,Business Associate,Dexterous Inc,0 to 1 Yr,"Feb 06, 2021",https://www.shine.com/jobs/business-associate/dexterous-inc/11222436/
1531,Service Engineer,O S CONSULTANCY Hiring For Packaging Machines,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/service-engineer/o-s-consultancy/11222418/
1532,Head - Arbitrage Trading and Quant Trading,SMB HR Solutions,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/head-arbitrage-trading-and-quant-trading/smb-hr-solutions/11222380/
1533,Assistant Store Manager,Talent Que Consultants,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/assistant-store-manager/talent-que-consultants/11222356/
1534,Business Development Executive,HR & PR Solutions Hiring For HR nd PR Solutions,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/business-development-executive/hr-pr-solutions/11222347/
1535,Beauty Consultant,Talent Que Consultants,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/beauty-consultant/talent-que-consultants/11222345/
1536,Financial Service Consultant,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/financial-service-consultant/vinay-kumar-singh/11222343/
1537,Hr Recruiter Work from Home,HIREXPERTS,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/hr-recruiter-work-from-home/hirexperts/11222311/
1538,Warehouse Operation Executive,Hiring booster Staffing Services Hiring For Top Logistics company,0 to 2 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/warehouse-operation-executive/hiring-booster-staffing-services/11222305/
1539,Energy Analyst,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/energy-analyst/vinay-kumar-singh/11222297/
1540,Receptionist,Lohith Gopal Poojary Hiring For ASHWINI ENTERPRISES,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/receptionist/lohith-gopal-poojary/11222295/
1541,Store Executive,Samford HR Consultants,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/store-executive/samford-hr-consultants/11222291/
1542,Asst.Sales Manger - Powai,DC Consultants,2 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/asstsales-manger-powai/dc-consultants/11222286/
1543,Performance Engineer,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/performance-engineer/vinay-kumar-singh/11222285/
1544,Store Manager,Lohith Gopal Poojary Hiring For Essar Property Management,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/store-manager/lohith-gopal-poojary/11222283/
1545,Finance & Accounts Manager,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/finance-accounts-manager/vinay-kumar-singh/11222280/
1546,URGENT OPENING FOR BUSINESS DEVELOPMENT OR SALES MANAGER,VR HR Solutions Hiring For DBNIX,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/urgent-opening-for-business-development-or-sales-manager/vr-hr-solutions/11222369/
1547,MOBILE WEB DEVELOPER IONIC DEVELOPER,VR HR Solutions Hiring For DBNIX,0 to 3 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/mobile-web-developer-ionic-developer/vr-hr-solutions/11222358/
1548,Agent Manager,Willpower Consultants Hiring For Insurance,7 to 12 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/agent-manager/willpower-consultants/11222267/
1549,Tele caller- Powai,DC Consultants,1 to 2 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/tele-caller-powai/dc-consultants/11222274/
1550,Industrialization Engineer,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/industrialization-engineer/vinay-kumar-singh/11222263/
1551,Hardware And Networking Engineer,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/hardware-and-networking-engineer/vinay-kumar-singh/11222248/
1552,Transition Project Manager,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/transition-project-manager/vinay-kumar-singh/11222244/
1553,Required 15 Java Developer For MNC - Notice period 30 D (Pan INDIA),PATHWAY HUB Hiring For Client,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/required-java-developer-for-mnc-notice-period-d-pan-india/pathway-hub/11222243/
1554,Gastroenterologist,OM SOLUTION.,15 to > 25 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/gastroenterologist/om-solution/11222242/
1555,Customer Service Associate,Job Circle Hiring For insurance,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/customer-service-associate/job-circle/11222211/
1556,It Operations Executive,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/it-operations-executive/vinay-kumar-singh/11222207/
1557,Construction Manager Mechanical,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/construction-manager-mechanical/vinay-kumar-singh/11222203/
1558,Bulk Hiring Java & Sr. Java Dev (Notice period 30 days) Pan INDIA,PATHWAY HUB Hiring For Client,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/bulk-hiring-java-sr-java-dev-notice-period-days-pan-india/pathway-hub/11222199/
1559,Project Manager (Greenfield Setups)-RTE & Frozen Foods,Tresbien HR Consultancy,15 to 24 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/project-manager-greenfield-setups-rte-frozen-foods/tresbien-hr-consultancy/11222197/
1560,Purchase Executive,IONS PHARMA,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/purchase-executive/ions-pharma/11221836/
1561,International Marketing,IONS PHARMA,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/international-marketing/ions-pharma/11221832/
1562,Sourcing Executive,IONS PHARMA,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sourcing-executive/ions-pharma/11221830/
1563,Deployment Engineer,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/deployment-engineer/vinay-kumar-singh/11222193/
1564,Sales Associate,Job Circle Hiring For Insurance,1 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-associate/job-circle/11222192/
1565,Executive Personal Assistant,IONS PHARMA,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/executive-personal-assistant/ions-pharma/11221838/
1566,Shipping Executive,IONS PHARMA,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/shipping-executive/ions-pharma/11221843/
1567,Purchase Executive,Treezec E - Solutions pvt ltd,6 to 11 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/purchase-executive/treezec-e-solutions-pvt-ltd/11222187/
1568,Interior Designer Project Manager,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/interior-designer-project-manager/vinay-kumar-singh/11222172/
1569,Business Development Manager,Epicenter Technologies Private Limited,2 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/business-development-manager/epicenter-technologies-private-limited/11222170/
1570,Strategic Account Manager,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/strategic-account-manager/vinay-kumar-singh/11222166/
1571,Consulting Analyst,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/consulting-analyst/vinay-kumar-singh/11222163/
1572,Sales Associate,Kennis Learning Routes LLP,0 to 3 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-associate/kennis-learning-routes-llp/11222143/
1573,Heat Treatment Engineer,Vinay Kumar Singh Hiring For K K Constructions,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/heat-treatment-engineer/vinay-kumar-singh/11222138/
1574,Telemarketing Executive,Talent Corner Hr Services Pvt Ltd,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/telemarketing-executive/talent-corner-hr-services-pvt-ltd/11222130/
1575,Corporate Agency Manager,Aspire ERP systems,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/corporate-agency-manager/aspire-erp-systems/11222123/
1576,Hiring in Leading bpo's,Apex Consultancy Services,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/hiring-in-leading-bpos/apex-consultancy-services/11222119/
1577,Quality Engineer Diploma B Tech Iti Fresher,Durga Career Interprises,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/quality-engineer-diploma-b-tech-iti-fresher/durga-career-interprises/11222160/
1578,FRONT OFFICE cum CRM,Trio Services,1 to 3 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/front-office-cum-crm/trio-services/11222035/
1579,Mobile Developer-cordova,PES HR Services,6 to 11 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/mobile-developer-cordova/pes-hr-services/11221984/
1580,Accounts Executive,Kaar quest,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/accounts-executive/kaar-quest/11221983/
1581,Sales Development Executive,ANOOP CONSULTANCY,2 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-development-executive/anoop-consultancy/11221964/
1582,Sales Engineer,PRIMROSE,4 to 9 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-engineer/primrose/11221961/
1583,Software Developer,G.R. INTERNATIONAL,0 to 1 Yr,"Feb 06, 2021",https://www.shine.com/jobs/software-developer/gr-international/11221937/
1584,hiring for full stack developer and technical Architect,vibrantzz management services,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/hiring-for-full-stack-developer-and-technical-architect/vibrantzz-management-services/11221899/
1585,Wanted Insurance Sales Representative  for Life Insurance,Sunrise Management Consultancy Hiring For A Leading Insurance Company,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/wanted-insurance-sales-representative-for-life-insurance/sunrise-management-consultancy/11221892/
1586,"REQUIRED QUALITY CONTROL CHEMIST,PRODUCTION CHEMIST",Malwal Solutions Hiring For PHARMA/CHEMICAL,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/required-quality-control-chemistproduction-chemist/malwal-solutions/11221890/
1587,Product Merchandiser and CRM,Konnect HR Hiring For Client,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/product-merchandiser-and-crm/konnect-hr/11221888/
1588,Corporate Trainer,Zodiac HR Consultants (I) Pvt Ltd,4 to 9 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/corporate-trainer/zodiac-hr-consultants-i-pvt-ltd/11221870/
1589,Azure Cloud - PAAS (15 Positions),ADDREC Solutions Pvt Ltd,3 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/azure-cloud-paas-positions/addrec-solutions-pvt-ltd/11221878/
1590,web designers,G.R. INTERNATIONAL,0 to 2 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/web-designers/gr-international/11221801/
1591,Azure Architect (10 Positions),ADDREC Solutions Pvt Ltd,9 to 14 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/azure-architect-positions/addrec-solutions-pvt-ltd/11221800/
1592,Store Incharge,Harsh Vardhan Singh Chundawat Hiring For imperial,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/store-incharge/harsh-vardhan-singh-chundawat/11221805/
1593,Maintenance Assistant,Harsh Vardhan Singh Chundawat Hiring For imperial,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/maintenance-assistant/harsh-vardhan-singh-chundawat/11221767/
1594,Maintenance Assistant,Harsh Vardhan Singh Chundawat Hiring For imperial,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/maintenance-assistant/harsh-vardhan-singh-chundawat/11221763/
1595,Maintenance Assistant,Harsh Vardhan Singh Chundawat Hiring For imperial,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/maintenance-assistant/harsh-vardhan-singh-chundawat/11221755/
1596,Freelancer,MH49 Career Consultants Hiring For M/s Sustainable Technologies,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/freelancer/mh49-career-consultants/11221732/
1597,Sales Co-Ordinator_Export Industry_Mumbai_3 LPA,Seven consultancy,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/sales-co-ordinator_export-industry_mumbai_3-lpa/seven-consultancy/11221731/
1598,AWS Java (30 Positions),ADDREC Solutions Pvt Ltd,5 to 10 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/aws-java-positions/addrec-solutions-pvt-ltd/11221722/
1599,Import Documentation Executive_Export Industry_Mumbai_18 K,Seven consultancy,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/import-documentation-executive_export-industry_mumbai_-k/seven-consultancy/11221721/
1600,AWS Architect (24 Positions),ADDREC Solutions Pvt Ltd,9 to 14 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/aws-architect-positions/addrec-solutions-pvt-ltd/11221688/
1601,Quality Assurance Engineer,AISHWARYA TIWARI Hiring For A Tiwari Building Renovation,4 to 9 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/quality-assurance-engineer/aishwarya-tiwari/11221622/
1602,Drill Rig Operator,ISAAC LITE R Hiring For Appro Lubes Pvt Ltd,4 to 8 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/drill-rig-operator/isaac-lite-r/11221624/
1603,Electrical Draftsman,Vinay Kumar Singh Hiring For Roopa Industries Limited,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/electrical-draftsman/vinay-kumar-singh/11221626/
1604,International BPO,CAREER 4 YOU.,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/international-bpo/career-4-you/11221677/
1605,Field Sales Executive,EaseConnect Hr Services Pvt Ltd,0 to 1 Yr,"Feb 06, 2021",https://www.shine.com/jobs/field-sales-executive/easeconnect-hr-services-pvt-ltd/11221652/
1606,Business Development Executive,Jaro Toppscholars Pvt Limited,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/business-development-executive/jaro-toppscholars-pvt-limited/11221620/
1607,Business Development Manager And Executive,Jaro Toppscholars Pvt Limited,1 to 6 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/business-development-manager-and-executive/jaro-toppscholars-pvt-limited/11221532/
1608,Training Quality Manager,Prafulla Kumar Nagdeve Hiring For Eveready Industries,16 to > 25 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/training-quality-manager/prafulla-kumar-nagdeve/11221660/
1609,Active Directory Engineer,Talentcart Consultants Hiring For Client Of Talentcart Consultants,4 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/active-directory-engineer/talentcart-consultants/11221479/
1610,Engineering Manager,Vinay Kumar Singh Hiring For Perceptive Analytics Pvt. Ltd,0 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/engineering-manager/vinay-kumar-singh/11221406/
1611,ALL  Engineers freshers ,Insta Hire,0 to 3 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/all-engineers-freshers-job/insta-hire/11221416/
1612,Warehouse Manager,Samrat Job Point Hiring For Farming,1 to 5 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/warehouse-manager/samrat-job-point/11221419/
1613,"Urgent Hire for Deck Cadet, Chief Engineer and Marine ",Global Career Solution Hiring For Chief Engineer and Marine Jobs,0 to 4 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/urgent-hire-for-deck-cadet-chief-engineer-and-marine-jobs/global-career-solution/11221454/
1614,Bancassurance Manager,Aspire ERP systems,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/bancassurance-manager/aspire-erp-systems/11221458/
1615,Back Office Head,Sigma Bright Solutions,0 to 3 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/back-office-head/sigma-bright-solutions/11221431/
1616,Banccasurance Manager,Aspire ERP systems Hiring For Aspire ERP systems,2 to 7 Yrs,"Feb 06, 2021",https://www.shine.com/jobs/banccasurance-manager/aspire-erp-systems/11221436/
1617,Team Leader for BPO Sector Sales Process,Goodnews Jobs Factory Private Limited,1 to 6 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/team-leader-for-bpo-sector-sales-process/goodnews-jobs-factory-private-limited/11195071/
1618,Maintenance Officer needed urgently,L R Shivanath,3 to 8 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/maintenance-officer-needed-urgently/l-r-shivanath/11122578/
1619,Telesales / Telemarketing Executive,Placement Local,0 to 4 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/telesales-telemarketing-executive/placement-local/11220887/
1620,Content OR Creative Writers - Malad (W),Violet Infosystems pvt ltd,1 to 6 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/content-or-creative-writers-malad-w/violet-infosystems-pvt-ltd/11100566/
1621,Chemical Engineer,Freelancer Sandeep1 Hiring For excel pvt ltd,0 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/chemical-engineer/freelancer-sandeep1/11089126/
1622,Relationship Manager equity,Accord Information Services,1 to 6 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/relationship-manager-equity/accord-information-services/11221355/
1623,Customer Experience Representative,Pathak Recruitment Services,9 to 14 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/customer-experience-representative/pathak-recruitment-services/11221338/
1624, | Business Analyst / Project Manager | Malad (W),Violet Infosystems pvt ltd,3 to 8 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/job-business-analyst-project-manager-malad-w/violet-infosystems-pvt-ltd/11221333/
1625,Full Stack Developer,OM SOLUTION.,5 to 10 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/full-stack-developer/om-solution/11221339/
1626,Charted Accountant,OM SOLUTION.,10 to 20 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/charted-accountant/om-solution/11221319/
1627,Vendor Management & Dispatch (Mechanical Diploma Fresher's can apply) - Thane,ANOOP CONSULTANCY Hiring For Manufacturing Company,0 to 1 Yr,"Feb 05, 2021",https://www.shine.com/jobs/vendor-management-dispatch-mechanical-diploma-freshers-can-apply-thane/anoop-consultancy/11221309/
1628,Recruitment Development Manager,Iconic Profiles Consulting Hiring For Iconic Profiles Consulting,4 to 9 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/recruitment-development-manager/iconic-profiles-consulting/11221298/
1629,Product Manager,OM SOLUTION.,5 to 10 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/product-manager/om-solution/11221294/
1630,Salesforce Developer,Live Connections.,3 to 8 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/salesforce-developer/live-connections/11221287/
1631,Equity Dealer,Accord Information Services Hiring For Broking/banking,0 to 5 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/equity-dealer/accord-information-services/11221264/
1632,Indirect Tax Executive,AASAANJOBS PRIVATE LIMITED Hiring For A leading pharmaceutical company.,1 to 5 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/indirect-tax-executive/aasaanjobs-private-limited/11221243/
1633,Cashier Executive,HIRE HUNTERS,0 to 2 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/cashier-executive/hire-hunters/11221235/
1634,REQUIRED MANAGER ACCOUNTS  FOR MFG INDS,Prime Placement,3 to 8 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/required-manager-accounts-for-mfg-inds/prime-placement/11221218/
1635,Customer Sales Executive,HIRE HUNTERS,0 to 2 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/customer-sales-executive/hire-hunters/11221206/
1636,Full Stack (.Net) Developer,ATHENA SOLUTIONS,3 to 8 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/full-stack-net-developer/athena-solutions/11221181/
1637,Unit Manager,Aspire ERP systems,5 to 10 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/unit-manager/aspire-erp-systems/11221267/
1638,home  Supervisor,Harsh Nelson Dilraj Hiring For Vaimel Constructions India Private Limited,0 to 3 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/home-supervisor/harsh-nelson-dilraj/11221152/
1639,Ac Technician,Seaboard oil gas and offshore management,2 to 4 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/ac-technician/seaboard-oil-gas-and-offshore-management/11221133/
1640,"Sap Fico Consultant, Senior Sap Fico consultant, Sap Fico",Siera IT Services Private Limited,8 to 13 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/sap-fico-consultant-senior-sap-fico-consultant-sap-fico/siera-it-services-private-limited/11221121/
1641,Unit Head Hospital Markteting Mumbai,HR Bridges Hiring For a renowned corporate client,15 to 18 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/unit-head-hospital-markteting-mumbai/hr-bridges/11221090/
1642,Excellent Opportunity For Store Manager @ Thane (W.) Upvan,STEM LEARNING PRIVATE LIMITED,2 to 5 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/excellent-opportunity-for-store-manager-thane-w-upvan/stem-learning-private-limited/11221056/
1643,Unit Head P&L Operations Mumbai,HR Bridges Hiring For a renowned corporate hospital,15 to 20 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/unit-head-pl-operations-mumbai/hr-bridges/11221042/
1644,We Are Required Operation Manager & Operations Management,Cpn Hr consultancy,0 to 4 Yrs,"Feb 05, 2021",https://www.shine.com/jobs/we-are-required-operation-manager-operations-management/cpn-hr-consultancy/11221010/
